"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/details-disclosure.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/pubsub.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/tsw.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/component-cart-items.css","text/css","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/cart-notification.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/shopifycloud/storefront/assets/storefront/load_feature-1bd60354.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/component-predictive-search.css","text/css","200","OK","2","0"
"http://inc5shoes.co.in/","text/html; charset=UTF-8","301","Moved Permanently","2","1"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/predictive-search.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/global.js","text/javascript","200","OK","2","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/show-more.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/shopifycloud/portable-wallets/latest/portable-wallets.en.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/pickup-availability.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/product-modal.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/facets.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/shopifycloud/portable-wallets/latest/accelerated-checkout-backwards-compat.css","text/css","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/product-form.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/share.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/media-gallery.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/quantity-popover.js","text/javascript","200","OK","3","0"
"https://cdn.shopify.com/s/files/1/0564/8826/3854/t/203/assets/product-info.js","text/javascript","200","OK","3","0"
