"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","Meta Keywords 2","Meta Keywords 2 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://offlimits.co.in/pages/about-us","text/html; charset=utf-8","200","OK","Indexable","","Largest Indian Manufacturer And Exporter Of Sportswear","54","501","OffLimits is a established brand offering shoes and apparels like Track suits, hoodies, Sweat shirts, sweatpants and Tees for Running, Gym & Training.","150","947","Largest Indian Manufacturer And Exporter Of Sportswear,OFFLIMITS,offlimits.co.in","80","Largest Indian Manufacturer And Exporter Of Sportswear, OFFLIMITS, offlimits.co.in","82","About Us","8","","0","","0","max-image-preview:large","","","https://offlimits.co.in/pages/about-us","","","","","","527504","100263","100263","14.859","","901","140","6.436","67.440","Normal","1.498","1","1","","96","43","0","100.000","125","76","0","8","7","0","","","","","d8a4938c1ca95cb960fe36469440a25b","0.161","","","","","en","1.1","","","","","","https://offlimits.co.in/pages/about-us","2026-07-23 18:11:40"
"https://offlimits.co.in/collections/women-hoodies-jackets","text/html; charset=utf-8","200","OK","Indexable","","Shop Women's Athleisure Collection Hoodies & Jackets Online | Off Limits","72","652","Shop women's hoodies and jackets designed for layering, comfort and versatile everyday style. Browse the collection at Off Limits today.","136","863","Women's Hoodies & Jackets,OFFLIMITS,offlimits.co.in","51","Shop Women's Athleisure Collection Hoodies & Jackets Online | Off Limits, OFFLIMITS, offlimits.co.in","100","Women's Hoodies & Jackets","25","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-hoodies-jackets","","","","","","627604","110797","110797","16.420","","189","89","2.124","92.775","Very Easy","0.549","1","1","","58","43","0","100.000","141","86","0","8","7","0","","","","","2dd825634e212071870a6f65c2169eaf","0.203","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-hoodies-jackets","2026-07-23 18:11:40"
"https://offlimits.co.in/collections/limited-edition","text/html; charset=utf-8","200","OK","Indexable","","Shop Exclusive Limited Edition Sneakers Collection Online | Off Limits","70","611","Shop our limited edition shoes and sneakers by Off Limits featuring exclusive designs, premium comfort and standout style. Step into comfort with Off Limits.","157","994","Limited Edition Sneakers Collection,OFFLIMITS,offlimits.co.in","61","Shop Exclusive Limited Edition Sneakers Collection Online | Off Limits, OFFLIMITS, offlimits.co.in","98","Limited Edition Sneakers Collection","35","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/limited-edition","","","","","","4071516","431009","431009","63.876","","804","434","1.853","100.000","Very Easy","0.177","1","1","","58","43","0","100.000","184","129","0","8","7","0","","","","","3875870a05b2e85f88d6e434e7ddeff1","0.303","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/limited-edition","2026-07-23 18:11:41"
"https://offlimits.co.in/collections/women-shoes","text/html; charset=utf-8","200","OK","Indexable","","Buy Women's Sports, Running & Casual Shoes Online | Off Limits","62","570","Shop women's shoes including sports shoes, sneakers and lifestyle footwear online in Off Limits, designed for comfort and style. Refresh your footwear collection now.","166","1054","Women's Shoes & Sneakers,OFFLIMITS,offlimits.co.in","50","Buy Women's Sports, Running & Casual Shoes Online | Off Limits, OFFLIMITS, offlimits.co.in","90","Women's Shoes & Sneakers","24","OffLimits Shoes for Women, Power Moves in Every Step","52","Why Shoes For Women Are a Must-Have","35","max-image-preview:large","","","https://offlimits.co.in/collections/women-shoes","","","","","","3255955","328449","328449","48.676","","1591","552","2.882","99.688","Very Easy","0.364","1","1","","59","43","0","100.000","189","129","0","8","7","0","","","","","b7a2c65e39bee075e78e06e0ea0f6a99","0.269","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-shoes","2026-07-23 18:11:42"
"https://offlimits.co.in/search","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","86","43","0","100.000","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://offlimits.co.in/search","2026-07-23 18:11:43"
"https://offlimits.co.in/collections/low-top-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's Casual Low Top Sneakers Online | Off Limits","53","488","Discover low top shoes for men featuring lightweight comfort, versatile styling and modern sneaker designs. Upgrade your style with Off Limits.","143","906","Men's Low Top Sneakers,OFFLIMITS,offlimits.co.in","48","Buy Men's Casual Low Top Sneakers Online | Off Limits, OFFLIMITS, offlimits.co.in","81","Men's Low Top Sneakers","22","Low Top Shoes for Men: The Shoes You Actually End Up Wearing","60","","0","max-image-preview:large","","","https://offlimits.co.in/collections/low-top-shoes-for-men","https://offlimits.co.in/collections/low-top-shoes-for-men?page=2","","","","","4469644","476611","476611","70.634","","1608","563","2.856","100.000","Very Easy","0.265","1","1","","58","43","0","100.000","184","129","0","8","7","0","","","","","933dfa543eafd1de075b44f0ffcd3790","0.275","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/low-top-shoes-for-men","2026-07-23 18:11:43"
"https://offlimits.co.in/collections/mens-running-gym-shoes","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's Running & Gym Shoes Online | Off Limits","49","454","Shop Men's Running & Gym Shoes designed for training, workouts & fitness performance. Lightweight, durable & built for everyday movement. Grab the deal on Off Limits today!","172","1114","Men's Running & Gym Shoes,OFFLIMITS,offlimits.co.in","51","Buy Men's Running & Gym Shoes Online | Off Limits, OFFLIMITS, offlimits.co.in","77","Men's Running & Gym Shoes","25","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/mens-running-gym-shoes","","","","","","3254071","334444","334444","49.565","","777","438","1.774","100.000","Very Easy","0.211","1","1","","59","43","0","100.000","184","129","0","8","7","0","","","","","e926b2a063446180c1e21a94b3aede51","0.276","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/mens-running-gym-shoes","2026-07-23 18:11:44"
"https://offlimits.co.in/collections/stussy","text/html; charset=utf-8","200","OK","Indexable","","Shop Trendy Sports & Lifestyle Stussy Sneakers Online | Off Limits","66","585","Explore the Stussy collection featuring stylish sneakers and sports shoes designed for comfort and performance. Find your perfect pair at Off Limits.","149","935","Stussy Sneakers Collection,OFFLIMITS,offlimits.co.in","52","Shop Trendy Sports & Lifestyle Stussy Sneakers Online | Off Limits, OFFLIMITS, offlimits.co.in","94","Stussy Sneakers Collection","26","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/stussy","","","","","","1966677","206741","206741","30.639","","847","435","1.947","100.000","Very Easy","0.369","1","1","","60","43","0","100.000","184","129","0","8","7","0","","","","","d1902c3e96b4414f0294543297eab627","0.224","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/stussy","2026-07-23 18:11:45"
"https://offlimits.co.in/collections/black-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's Casual Black Shoes for Online | Off Limits","52","464","Discover black shoes for men featuring premium comfort, versatile styling and everyday durability. Shop the latest collection today. at Off Limits!","147","913","Black Sneakers for Men,OFFLIMITS,offlimits.co.in","48","Buy Men's Casual Black Shoes for Online | Off Limits, OFFLIMITS, offlimits.co.in","80","Black Sneakers for Men","22","Black Shoes For Men for Everyday Wear","37","","0","max-image-preview:large","","","https://offlimits.co.in/collections/black-shoes-for-men","","","","","","1674454","214597","214597","31.803","","1625","569","2.856","100.000","Very Easy","0.700","1","1","","59","43","0","100.000","190","130","0","8","7","0","","","","","253df6f3ccc110594258e98b4843ccc3","0.225","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/black-shoes-for-men","2026-07-23 18:11:46"
"https://offlimits.co.in/collections/men-trail","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's Trail Running Shoes Online | Off Limits","49","435","Explore men's trail running shoes designed for grip, stability and comfort across rugged terrains. Discover the latest styles at Off Limits.","140","852","Men's Trail Running Shoes,OFFLIMITS,offlimits.co.in","51","Buy Men's Trail Running Shoes Online | Off Limits, OFFLIMITS, offlimits.co.in","77","Men's Trail Running Shoes","25","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-trail","","","","","","591591","106490","106490","15.782","","130","57","2.281","74.366","Fairly Easy","0.529","1","1","","58","43","0","100.000","137","82","0","8","7","0","","","","","3fcf334d364f6fd2459732970a0bb6f","0.202","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-trail","2026-07-23 18:11:47"
"https://offlimits.co.in/collections/women-pants-sweatpants","text/html; charset=utf-8","200","OK","Indexable","","Buy Comfortable Sweatpants, Athleisure & Joggers for Women Online | Off Limits","78","716","Discover women's sweatpants and track pants designed for workouts, travel and comfortable everyday wear. Explore the collection at Off Limits.","142","915","Women's Sweatpants & Joggers,OFFLIMITS,offlimits.co.in","54","Buy Comfortable Sweatpants, Athleisure & Joggers for Women Online | Off Limits, OFFLIMITS, offlimits.co.in","106","Women's Sweatpants & Joggers","28","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-pants-sweatpants","","","","","","597657","107627","107627","15.950","","155","73","2.123","82.965","Easy","0.548","1","1","","58","43","0","100.000","139","84","0","8","7","0","","","","","ad49897e50bb3c4a76fc8fca79af8264","0.196","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-pants-sweatpants","2026-07-23 18:11:47"
"https://offlimits.co.in/collections/men","text/html; charset=utf-8","200","OK","Indexable","","Buy Shoes for Men and Sportswear Clothing at Offlimits","54","494","Shop for the latest men's shoes online at Offlimits. Checkout the exclusive collections of Sports Shoes and Sportswear Clothing at the best prices.","147","921","Men,OFFLIMITS,offlimits.co.in","29","Buy Shoes for Men and Sportswear Clothing at Offlimits, OFFLIMITS, offlimits.co.in","82","Men","3","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men","https://offlimits.co.in/collections/men?page=2","","","","","4579552","512753","512753","75.990","","772","451","1.712","100.000","Very Easy","0.149","1","1","","103","43","0","100.000","184","129","0","8","7","0","","","","","286744d87dd6a58de5c97c6b687fe00b","0.255","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men","2026-07-23 18:11:48"
"https://offlimits.co.in/collections/new-arrivals-2026","text/html; charset=utf-8","200","OK","Indexable","","New Arrivals 2026 - Shop the Latest Trends Now!","47","431","Explore Off Limits' New Arrivals 2026! Find fresh styles and exclusive pieces to elevate your fashion game. Don’t miss out on the latest looks!","143","889","New Arrivals 2026,OFFLIMITS,offlimits.co.in","43","New Arrivals 2026 - Shop the Latest Trends Now!, OFFLIMITS, offlimits.co.in","75","New Arrivals 2026","17","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/new-arrivals-2026","https://offlimits.co.in/collections/new-arrivals-2026?page=2","","","","","4680436","449829","449829","66.665","","847","435","1.947","100.000","Very Easy","0.157","1","1","","98","43","0","100.000","184","129","0","8","7","0","","","","","dcc35b60814908288e99d1c29b97fbda","0.272","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/new-arrivals-2026","2026-07-23 18:11:49"
"https://offlimits.co.in/collections/women-sneakers","text/html; charset=utf-8","200","OK","Indexable","","Buy Casual, Sports & Lifestyle Women's Sneakers Online | Off Limits","67","599","Shop women's sneakers featuring lightweight comfort, trendy designs and versatile everyday styling. Discover the latest styles at Off Limits.","141","886","Women's Sneakers,OFFLIMITS,offlimits.co.in","42","Buy Casual, Sports & Lifestyle Women's Sneakers Online | Off Limits, OFFLIMITS, offlimits.co.in","95","Women's Sneakers","16","Sneakers for Women That Are Designed to Perform","47","The Evolution of Women's Sneakers","33","max-image-preview:large","","","https://offlimits.co.in/collections/women-sneakers","","","","","","887961","132394","132394","19.621","","1309","359","3.646","83.440","Easy","1.169","1","1","","232","43","0","100.000","159","102","0","8","7","0","","","","","b9e4728cad9709e2fe5667dd990f0a97","0.200","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-sneakers","2026-07-23 18:11:49"
"https://offlimits.co.in/collections/women-shorts","text/html; charset=utf-8","200","OK","Indexable","","Buy Gym Shorts for Women Online at Best Price","45","422","Shop stylish women's shorts at Offlimits. Find the perfect pair for comfort, style, and performance, whether for casual wear or workouts.","137","858","Women Shorts,OFFLIMITS,offlimits.co.in","38","Buy Gym Shorts for Women Online at Best Price, OFFLIMITS, offlimits.co.in","73","Women Shorts","12","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-shorts","","","","","","543420","102144","102144","15.138","","101","41","2.463","55.238","Fairly Hard","0.545","1","1","","58","43","0","100.000","135","80","0","8","7","0","","","","","bc78b11da36f023ba217ab97aa51276","0.163","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-shorts","2026-07-23 18:11:50"
"https://offlimits.co.in/collections/women-tshirts-graphic-tees","text/html; charset=utf-8","200","OK","Indexable","","Shop Women's Stylish Printed Graphic T-Shirts Online | Off Limits","65","574","Shop women's graphic t-shirts and casual tees featuring stylish prints, comfort and everyday versatility. Find your perfect pair at Off Limits.","143","875","Women's Graphic T-Shirts,OFFLIMITS,offlimits.co.in","50","Shop Women's Stylish Printed Graphic T-Shirts Online | Off Limits, OFFLIMITS, offlimits.co.in","93","Women's Graphic T-Shirts","24","Graphic T-Shirts That Just Get You","34","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-tshirts-graphic-tees","","","","","","711136","119945","119945","17.776","","1013","235","4.311","93.975","Very Easy","1.126","1","1","","187","43","0","100.000","146","91","0","8","7","0","","","","","46ae073a9276247d6a8700da30232731","0.199","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-tshirts-graphic-tees","2026-07-23 18:11:50"
"https://offlimits.co.in/collections/men-lifestyle-recover-kicks","text/html; charset=utf-8","200","OK","Indexable","","Lifestyle with Recover Kicks for Men | OffLimits","48","416","Elevate your lifestyle with Recover Kicks for men at OffLimits. Discover stylish and comfortable footwear designed to complement your active lifestyle.","151","950","Lifestyle - Recovery Kicks,OFFLIMITS,offlimits.co.in","52","Lifestyle with Recover Kicks for Men | OffLimits, OFFLIMITS, offlimits.co.in","76","Lifestyle - Recovery Kicks","26","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-lifestyle-recover-kicks","","","","","","2081351","234308","234308","34.724","","775","433","1.790","100.000","Very Easy","0.335","1","1","","58","43","0","100.000","184","129","0","8","7","0","","","","","31d3d10422e3742f719bd1e1fe83f1f2","0.224","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-lifestyle-recover-kicks","2026-07-23 18:11:51"
"https://offlimits.co.in/collections/men-basketball","text/html; charset=utf-8","200","OK","Indexable","","Buy High Performance Men's Basketball Shoes Online | Off Limits","63","578","Discover men's basketball shoes built for grip, support and comfort at Off Limits to enhance your on-court performance. Shop now before your size sells out.","156","985","Men's Basketball Shoes,OFFLIMITS,offlimits.co.in","48","Buy High Performance Men's Basketball Shoes Online | Off Limits, OFFLIMITS, offlimits.co.in","91","Men's Basketball Shoes","22","Choosing the Right Basketball Shoes","35","Why the Right Basketball Shoes Matter","37","max-image-preview:large","","","https://offlimits.co.in/collections/men-basketball","","","","","","2000277","239195","239195","35.449","","1715","644","2.663","98.616","Very Easy","0.651","1","1","","145","43","0","100.000","185","129","0","8","7","0","","","","","3a212413755d758eaed29a84692d981a","0.252","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-basketball","2026-07-23 18:11:52"
"https://offlimits.co.in/collections/uk-13-size","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","43","43","0","100.000","0","0","0","0","0","0","","","","","","0.203","","https://offlimits.co.in/collections/size-13-shoes","HTTP Redirect","","","1.1","","","","","","https://offlimits.co.in/collections/uk-13-size","2026-07-23 18:11:53"
"https://offlimits.co.in/collections/mens-bestsellers","text/html; charset=utf-8","200","OK","Indexable","","Shop Best Selling Men's Shoes, Sneakers & Apparel | Off Limits","62","555","Explore bestselling men's shoes, sneakers and Athleisure Apperal loved for their comfort, performance and everyday versatility. Find your perfect pair at Off Limits.","165","1028","Best Selling Men's Shoes & Athleisure,OFFLIMITS,offlimits.co.in","63","Shop Best Selling Men's Shoes, Sneakers & Apparel | Off Limits, OFFLIMITS, offlimits.co.in","90","Best Selling Men's Shoes & Athleisure","37","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/mens-bestsellers","","","","","","3669284","391790","391790","58.063","","798","450","1.773","100.000","Very Easy","0.192","1","1","","16","2","0","4.650","184","130","0","8","7","0","","","","","ea7731b029031eac0a5ca3b8ada5fbc4","0.268","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/mens-bestsellers","2026-07-23 18:11:53"
"https://offlimits.co.in/collections/performance","text/html; charset=utf-8","200","OK","Indexable","","Shop Performance Sports Shoes for Running & Training Online | Off Limits","72","653","Explore performance sports shoes designed for running, training and fitness activities with maximum comfort. Step into comfort with Off Limits.","143","908","Performance Sports Shoes,OFFLIMITS,offlimits.co.in","50","Shop Performance Sports Shoes for Running & Training Online | Off Limits, OFFLIMITS, offlimits.co.in","100","Performance Sports Shoes","24","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/performance","","","","","","4420842","443278","443278","65.694","","785","433","1.813","100.000","Very Easy","0.159","1","1","","16","2","0","4.650","184","130","0","8","7","0","","","","","d92f5af79e9e2f7afb31ccf955e0f2d7","0.295","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/performance","2026-07-23 18:11:54"
"https://offlimits.co.in/collections/men-new-releases","text/html; charset=utf-8","200","OK","Indexable","","Shop Men's Shoes, Sneakers & Apparel New Arrivals Online | Off Limits","69","623","Shop the latest men's shoes, sneakers and Athleisure collections designed for performance, comfort and style. Walk in comfort, shop at Off Limits.","146","925","Men's New Arrivals,OFFLIMITS,offlimits.co.in","44","Shop Men's Shoes, Sneakers & Apparel New Arrivals Online | Off Limits, OFFLIMITS, offlimits.co.in","97","Men's New Arrivals","18","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-new-releases","https://offlimits.co.in/collections/men-new-releases?page=2","","","","","4850765","457769","457769","67.841","","829","434","1.910","100.000","Very Easy","0.151","1","1","","59","43","0","100.000","184","129","0","8","7","0","","","","","7a972a74c97ae93f25dd8acad8229d89","0.289","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-new-releases","2026-07-23 18:11:56"
