"Type","Source","Destination","Alt Text","Length","Path Type","Link Path","Link Position","Link Origin","Real Dimensions","Dimensions in Attributes","Display Dimensions"
"Image","https://www.strique.io/integrations/meta-ads","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/ai-apprentice-program","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-customer-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/revenue-marketer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/senior-full-stack-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/product-designer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/agent-infrastructure-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/applied-ml-researcher","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-growth-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/local-services","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/agencies","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/b2b-saas","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/ecommerce","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=sales","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/founders","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/cmos","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/marketing-managers","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs/strique-vs-jasper","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs/strique-vs-adroll","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=demo","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=product-designer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=revenue-marketer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","https://www.strique.io/images/footer-iso-logo.svg","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/powerlook","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/inc5","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/product","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/terms","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/for","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/pricing","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/privacy-policy","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/trust-center","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/about","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/security","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/crimzon","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/hubspot","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/google-ads","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/meta-ads","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/ai-apprentice-program","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-customer-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/revenue-marketer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/senior-full-stack-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/product-designer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/agent-infrastructure-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/applied-ml-researcher","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-growth-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/local-services","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/agencies","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/b2b-saas","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/ecommerce","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=sales","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/founders","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/cmos","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/marketing-managers","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs/strique-vs-jasper","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs/strique-vs-adroll","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=demo","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=product-designer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=revenue-marketer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","https://www.strique.io/images/footer-strique-glow.svg","","0","Root-Relative","//body/div[3]/footer/div/div[4]/img","Footer","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/figma/crimzon-logo.png","Crimzon","7","Root-Relative","//body/div[3]/main/div/section[2]/div/div[@class='fig-trust-header']/div/div[4]/img","Header","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/figma/inc5-logo.png","Inc.5 Shoes","11","Root-Relative","//body/div[3]/main/div/section[2]/div/div[@class='fig-trust-header']/div/div[5]/img","Header","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/ad%20examples/ad-8.png","","0","Root-Relative","//body/div[3]/main/div/section[7]/div[2]/div/div[6]/img","Content","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/ad%20examples/ad-8.png","","0","Root-Relative","//body/div[3]/main/div/section[7]/div[2]/div/div[15]/img","Content","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/figma/powerlook-logo.png","Powerlook","9","Root-Relative","//body/div[3]/main/div/section[2]/div/div[@class='fig-trust-header']/div/div[2]/img","Header","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/figma/chemistry-logo.png","Chemistry","9","Root-Relative","//body/div[3]/main/div/section[2]/div/div[@class='fig-trust-header']/div/div[1]/img","Header","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/figma/cottonworld-logo.png","Cottonworld","11","Root-Relative","//body/div[3]/main/div/section[2]/div/div[@class='fig-trust-header']/div/div[3]/img","Header","HTML","","",""
"Image","https://www.strique.io/","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/powerlook","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/inc5","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/product","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/terms","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/pricing","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/privacy-policy","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/trust-center","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/about","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/security","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/customers/crimzon","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/hubspot","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=careers","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/google-ads","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/integrations/meta-ads","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/ai-apprentice-program","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-customer-engineer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/revenue-marketer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/senior-full-stack-engineer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/product-designer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/agent-infrastructure-engineer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/applied-ml-researcher","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/careers/founding-growth-engineer","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/local-services","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/agencies","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/b2b-saas","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/solutions/ecommerce","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/contact?intent=sales","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/founders","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/cmos","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/for/marketing-managers","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
"Image","https://www.strique.io/vs/strique-vs-jasper","https://www.strique.io/images/footer-iso-ring.png","","0","Root-Relative","//body/div[3]/footer/div/div[2]/div[2]/div[1]/div/div/img","Footer","HTML","","",""
