"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.strique.io/contact?intent=careers","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/integrations/google-ads","180","38","4.737","64.787","Normal","","","","","","","","","","en","92da5a0caffa4bf709cfc455145f8814","Indexable",""
"https://www.strique.io/integrations/meta-ads","208","42","4.952","54.165","Fairly Hard","","","","","","","","","","en","1ee7915aa15cf36f72e7cbc4d3ca967b","Indexable",""
"https://www.strique.io/careers/ai-apprentice-program","251","47","5.340","82.772","Easy","","","","","","","","","","en","72b27a8b6ecef973a9511080f98845e6","Indexable",""
"https://www.strique.io/careers/founding-customer-engineer","234","47","4.979","79.943","Fairly Easy","","","","","","","","","","en","95476f5613b786e2e5fdcf6fbdf60cb3","Indexable",""
"https://www.strique.io/careers/revenue-marketer","239","47","5.085","85.570","Easy","","","","","","","","","","en","32001e32be82582db7e86134760f746","Indexable",""
"https://www.strique.io/careers/senior-full-stack-engineer","244","47","5.191","81.600","Easy","","","","","","","","","","en","82ba25b5f1965a697f8bd651398eef51","Indexable",""
"https://www.strique.io/careers/product-designer","245","43","5.698","79.849","Fairly Easy","","","","","","","","","","en","c8347c26161f566cca6e919f1ecbcd8b","Indexable",""
"https://www.strique.io/careers/agent-infrastructure-engineer","242","47","5.149","83.448","Easy","","","","","","","","","","en","2e8d822c072572c8d9e74a3bd88b011b","Indexable",""
"https://www.strique.io/careers/applied-ml-researcher","240","47","5.106","80.040","Easy","","","","","","","","","","en","b082f9da0f6cd3b18df9f1ea16c7aebe","Indexable",""
"https://www.strique.io/careers/founding-growth-engineer","252","45","5.600","88.687","Easy","","","","","","","","","","en","ab45d137a3419020e542a87987e69bc2","Indexable",""
"https://www.strique.io/solutions/local-services","499","90","5.544","68.628","Normal","","","","","","","","","","en","971edb59b10c9a1d41de413ff780e146","Indexable",""
"https://www.strique.io/solutions/agencies","462","85","5.435","66.544","Normal","","","","","","","","","","en","cb0696e8b70ff28af84e98396f977696","Indexable",""
"https://www.strique.io/solutions/b2b-saas","451","88","5.125","64.135","Normal","","","","","","","","","","en","f0e8ec9387884f83d5f160d735946c44","Indexable",""
"https://www.strique.io/solutions/ecommerce","479","93","5.151","67.907","Normal","","","","","","","","","","en","33891529520b3d93631ea085b8dc3457","Indexable",""
"https://www.strique.io/contact?intent=sales","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/for/founders","489","73","6.699","79.797","Fairly Easy","","","","","","","","","","en","7b94fb4179463063eb8e8697becb8bb7","Indexable",""
"https://www.strique.io/for/cmos","451","76","5.934","68.566","Normal","","","","","","","","","","en","c11562fdc3ada0ccf4294f21a19196c8","Indexable",""
"https://www.strique.io/for/marketing-managers","457","72","6.347","76.547","Fairly Easy","","","","","","","","","","en","d22a129b09bcc37cf2c43f9c8710844e","Indexable",""
"https://www.strique.io/vs/strique-vs-jasper","282","53","5.321","67.334","Normal","","","","","","","","","","en","f6403390c9d9df889c5aed5ed04ea5cf","Indexable",""
"https://www.strique.io/vs","103","30","3.433","80.146","Easy","","","","","","","","","","en","8ad7f7387270c6dbdcb987df3f7d60e9","Indexable",""
"https://www.strique.io/vs/strique-vs-adroll","294","55","5.345","68.467","Normal","","","","","","","","","","en","afcc207e562c6e438d3ca8ea6026956b","Indexable",""
"https://www.strique.io/contact?intent=demo","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=product-designer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=revenue-marketer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
"https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","88","21","4.190","92.025","Very Easy","","","","","","","","","","en","522a5072805342ac4993efc5c4332b25","Non-Indexable","Canonicalised"
