"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.strique.io/_next/static/chunks/8516-a7b445ce730b31c6.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.138","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/8516-a7b445ce730b31c6.js","2026-07-23 16:45:46"
"https://www.strique.io/customers/inc5","text/html; charset=utf-8","200","OK","Indexable","","INC5 Customer Case Study · Strique","34","318","INC5 used Strique to consolidate their fragmented marketing stack, going from 8 vendors and freelancers to a single agent loop that compounded results every month.","163","1055","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","INC5 doubled net sales while compounding topline growth month over month.","73","More wins","9","Want numbers like these?","24","index, follow","","","https://www.strique.io/customers/inc5","","","","","","117230","24818","24818","3.678","","276","53","5.208","73.730","Fairly Easy","2.145","1","1","","4","4","0","8.160","25","17","0","10","7","0","","","","","40ed4a4c98c37c326e3c4c3555fa0094","0.269","","","","","en","1.1","","","","","","https://www.strique.io/customers/inc5","2026-07-23 16:45:46"
"https://www.strique.io/images/footer-iso-logo.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.316","","","","","","1.1","","","","","","https://www.strique.io/images/footer-iso-logo.svg","2026-07-23 16:45:46"
"https://www.strique.io/_next/static/chunks/5609-f3075d9f6dd430e3.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.277","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/5609-f3075d9f6dd430e3.js","2026-07-23 16:45:46"
"https://www.strique.io/sitemap.xml","application/xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","49","49","0","100.000","0","0","0","0","0","0","","","","","","0.029","","","","","","1.1","","","","","","https://www.strique.io/sitemap.xml","2026-07-23 16:45:47"
"https://www.strique.io/customers","text/html; charset=utf-8","200","OK","Indexable","","Strique Customer Case Studies and Growth Results · Strique","58","530","Case studies from teams running their entire growth stack on Strique. Real numbers, real outcomes, real trade-offs.","115","730","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Real teams. Real numbers. Real shipped.","39","Want to be next?","16","","0","index, follow","","","https://www.strique.io/customers","","","","","","107655","23490","23490","3.481","","181","35","5.171","72.115","Fairly Easy","1.813","1","0","","53","49","0","100.000","25","18","0","6","5","0","","","","","c82fd10d0ee0305ad4c923c4769befed","0.273","","","","","en","1.1","","","","","","https://www.strique.io/customers","2026-07-23 16:45:46"
"https://www.strique.io/_next/static/chunks/8727-a40e48e03e9b2d62.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.072","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/8727-a40e48e03e9b2d62.js","2026-07-23 16:45:47"
"https://www.strique.io/_next/static/chunks/3418-a9d0586ffac7dd78.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.147","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/3418-a9d0586ffac7dd78.js","2026-07-23 16:45:47"
"https://www.strique.io/product","text/html; charset=utf-8","200","OK","Indexable","","Strique: Agentic AI Marketing Platform for Ecommerce Brands · Strique","69","625","Strique is the agentic AI marketing platform built for ecommerce. Autonomous AI agents run paid media, SEO, content, and campaign optimisation across Meta, Google, TikTok, and more, with Brand DNA built in.","206","1332","agentic AI marketing platform,AI marketing agent,agentic AI CMO,ecommerce marketing AI,AI marketing automation ecommerce,agentic marketing platform,autonomous marketing agent,AI ad campaign management,DTC marketing AI agent,AI ROAS optimisation,marketing AI agent for ecommerce,AI CMO tool,agentic AI for paid media,AI marketing platform for DTC brands","352","One agent loop. Every channel. Every outcome.","45","Built to work the way your team already thinks.","47","Every marketing channel. One agentic loop.","42","index, follow","","","https://www.strique.io/product","","","","","","255270","40012","40012","5.930","","822","198","4.152","61.004","Normal","2.383","1","0","","147","49","0","100.000","26","17","0","7","5","0","","","","","9fb6c394090655ef93c0f635f765faee","0.276","","","","","en","1.1","","","","","","https://www.strique.io/product","2026-07-23 16:45:47"
"https://www.strique.io/terms","text/html; charset=utf-8","200","OK","Indexable","","Terms of Use · Strique","22","196","The agreement you enter into when using Strique. Acceptable use, billing, approvals, warranty, and liability.","109","676","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Terms of Use","12","Scope of Terms of Use","21","About us","8","index, follow","","","https://www.strique.io/terms","","","","","","224393","58546","58546","8.677","","7021","961","7.306","60.669","Normal","20.189","1","0","","131","49","0","100.000","103","14","0","10","7","0","","","","","f53ef15b1680f8af14f346715552b8c5","0.243","","","","","en","1.1","","","","","","https://www.strique.io/terms","2026-07-23 16:45:47"
"https://www.strique.io/images/footer-strique-glow.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.321","","","","","","1.1","","","","","","https://www.strique.io/images/footer-strique-glow.svg","2026-07-23 16:45:47"
"https://www.strique.io/_next/static/chunks/9912-ae48d376928a284b.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.029","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/9912-ae48d376928a284b.js","2026-07-23 16:45:48"
"https://www.strique.io/for","text/html; charset=utf-8","200","OK","Indexable","","Strique for Marketing Teams, CMOs, and Founders · Strique","57","524","Whether you're a marketing manager, a CMO, or a founder doing marketing at 11pm, here's how Strique fits your role.","115","741","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Find the role you're playing right now.","39","Role not listed?","16","","0","index, follow","","","https://www.strique.io/for","","","","","","106677","22559","22559","3.343","","143","33","4.333","93.581","Very Easy","1.494","1","0","","7","4","0","8.160","25","17","0","6","5","0","","","","","b82307bf8e0a7aa42ff3675d6534ad7f","0.209","","","","","en","1.1","","","","","","https://www.strique.io/for","2026-07-23 16:45:48"
"https://www.strique.io/_next/static/chunks/7642-eedec7de89ba12af.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.223","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/7642-eedec7de89ba12af.js","2026-07-23 16:45:48"
"https://www.strique.io/_next/static/chunks/webpack-9e1b561f9d1ddec8.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.194","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/webpack-9e1b561f9d1ddec8.js","2026-07-23 16:45:48"
"https://www.strique.io/pricing","text/html; charset=utf-8","200","OK","Indexable","","Strique Pricing for AI Marketing Agents · Strique","49","421","Credit-based pricing for AI marketing agents. Starter from $199/mo. Growth, Scale, and Enterprise plans for teams that move fast.","129","822","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Credits that power your entire marketing stack.","47","Every feature, side by side.","28","Questions about the bill.","25","index, follow","","","https://www.strique.io/pricing","","","","","","170578","30429","30429","4.510","","452","104","4.346","89.187","Easy","1.951","1","0","","150","49","0","100.000","23","14","0","10","5","0","","","","","62ba318362d597db3d6df7754b3ed8c5","0.215","","","","","en","1.1","","","","","","https://www.strique.io/pricing","2026-07-23 16:45:48"
"https://www.strique.io/solutions","text/html; charset=utf-8","200","OK","Indexable","","AI Marketing Solutions by Business Type · Strique","49","438","Strique configurations tuned for specific business types: e-commerce, B2B SaaS, agencies, local services.","105","667","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Strique, tuned for how your business actually runs.","51","Don't see your vertical?","24","","0","index, follow","","","https://www.strique.io/solutions","","","","","","111124","23692","23692","3.511","","182","38","4.789","70.425","Fairly Easy","1.721","1","0","","106","49","0","100.000","26","19","0","6","5","0","","","","","aba3570b38f73eaf81ecb8e240a83b14","0.285","","","","","en","1.1","","","","","","https://www.strique.io/solutions","2026-07-23 16:45:48"
"https://www.strique.io/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","Privacy Policy · Strique","24","201","How Strique collects, uses, and protects personal data. GDPR compliant. Sub-processors, rights, and retention.","110","698","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Privacy Policy","14","General Information we collect on Strique Website","49","Information that we collect from Client's Shopify or Magento Store","66","index, follow","","","https://www.strique.io/privacy-policy","","","","","","172699","43676","43676","6.473","","3632","574","6.328","61.097","Normal","14.178","1","0","","106","49","0","100.000","77","14","0","11","8","0","","","","","7762192f6284b522ba6597723044aa27","0.341","","","","","en","1.1","","","","","","https://www.strique.io/privacy-policy","2026-07-23 16:45:48"
"https://www.strique.io/trust-center","text/html; charset=utf-8","200","OK","Indexable","","Strique Trust Center - Security, Compliance & Data Practices · Strique","70","606","ISO/IEC 27001:2022 certified and GDPR compliant. Audit reports, certifications, sub-processor lists, and DPIA - all available on request.","137","846","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Security and compliance, with nothing to hide.","46","Independently verified. Contractually enforced.","47","Three promises we write down so we can’t weasel out of them.","60","index, follow","","","https://www.strique.io/trust-center","","","","","","177267","33584","33584","4.977","","577","180","3.206","47.724","Hard","2.719","1","0","","102","49","0","100.000","24","14","0","18","17","0","","","","","ebed0863c9b0485f9a3395e6b53de757","0.735","","","","","en","1.1","","","","","","https://www.strique.io/trust-center","2026-07-23 16:45:48"
"https://www.strique.io/images/figma/crimzon-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","11636","11636","11636","1.724","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.212","","","","","","1.1","","","","","","https://www.strique.io/images/figma/crimzon-logo.png","2026-07-23 16:45:49"
"https://www.strique.io/about","text/html; charset=utf-8","200","OK","Indexable","","About Strique and the AI Marketing OS Team · Strique","52","473","Strique is the AI marketing OS we wanted to use ourselves. One agent, every channel, always on. Meet the team building it.","122","778","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Marketing, re-imagined as an agent loop.","40","Why we built this.","18","Six principles that guide what we build, and what we don’t.","59","index, follow","","","https://www.strique.io/about","","","","","","109424","23997","23997","3.556","","401","82","4.890","76.132","Fairly Easy","2.960","1","0","","49","49","0","100.000","22","15","0","6","5","0","","","","","3865804e37d19fb3fe6ed19460b26dd8","0.301","","","","","en","1.1","","","","","","https://www.strique.io/about","2026-07-23 16:45:49"
"https://www.strique.io/_next/static/chunks/2c3511fe-5e924dd31e2cd67a.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.046","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/2c3511fe-5e924dd31e2cd67a.js","2026-07-23 16:45:49"
"https://www.strique.io/images/figma/inc5-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","7415","7415","7415","1.099","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.265","","","","","","1.1","","","","","","https://www.strique.io/images/figma/inc5-logo.png","2026-07-23 16:45:49"
"https://www.strique.io/ad%20examples/ad-8.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","10779000","10779000","10779000","1597.448","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.999","","","","","","1.1","","","","","","https://www.strique.io/ad%20examples/ad-8.png","2026-07-23 16:45:47"
"https://www.strique.io/security","text/html; charset=utf-8","200","OK","Indexable","","Strique Security, Compliance, and Trust · Strique","49","424","ISO/IEC 27001 certified, GDPR compliant. Encryption, isolation, versioning, audit logs, and approval gates built in from day one.","129","796","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Built for teams that can't afford to ship blind.","48","Certifications and frameworks.","30","The security practices under the hood.","38","index, follow","","","https://www.strique.io/security","","","","","","123958","26036","26036","3.859","","478","102","4.686","40.666","Hard","3.357","1","0","","49","49","0","100.000","23","14","0","6","5","0","","","","","99de0a8284ec3568445b97d87bb7e15c","0.209","","","","","en","1.1","","","","","","https://www.strique.io/security","2026-07-23 16:45:49"
"https://www.strique.io/_next/static/chunks/app/layout-08221f52ccadf891.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.279","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/app/layout-08221f52ccadf891.js","2026-07-23 16:45:49"
"https://www.strique.io/careers","text/html; charset=utf-8","200","OK","Indexable","","Careers at Strique for AI Product Builders · Strique","52","439","Open roles at Strique: engineering, design, research, GTM. Small team, high leverage, hybrid and flexible, async-default.","121","754","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Build the AI marketing OS.","26","Four principles that shape how the team works.","46","Come build the thing.","21","index, follow","","","https://www.strique.io/careers","","","","","","127533","25140","25140","3.726","","442","110","4.018","70.114","Fairly Easy","2.828","1","0","","57","49","0","100.000","30","23","0","6","5","0","","","","","2c18b5c923fa4ad4938c491138a0a512","0.305","","","","","en","1.1","","","","","","https://www.strique.io/careers","2026-07-23 16:45:49"
"https://www.strique.io/customers/crimzon","text/html; charset=utf-8","200","OK","Indexable","","Crimzon Customer Case Study · Strique","37","347","Crimzon used Strique to scale paid acquisition aggressively without ROAS collapse, pairing creative velocity with conversion-rate gains and AOV uplift.","151","946","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Crimzon grew revenue 163% and lifted ROAS 21% while scaling spend 2×.","69","More wins","9","Want numbers like these?","24","index, follow","","","https://www.strique.io/customers/crimzon","","","","","","117490","25100","25100","3.720","","293","71","4.127","87.151","Easy","2.213","1","1","","4","4","0","8.160","25","17","0","10","7","0","","","","","d3f4799c6c7e1f6a5f3acb0a5831ef9e","0.206","","","","","en","1.1","","","","","","https://www.strique.io/customers/crimzon","2026-07-23 16:45:49"
"https://www.strique.io/_next/static/chunks/app/page-8e9f37411eb9c4ff.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.021","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/app/page-8e9f37411eb9c4ff.js","2026-07-23 16:45:50"
"https://www.strique.io/images/figma/powerlook-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13884","13884","13884","2.058","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.068","","","","","","1.1","","","","","","https://www.strique.io/images/figma/powerlook-logo.png","2026-07-23 16:45:50"
"https://www.strique.io/_next/static/chunks/8903-602387cd0f3b41b8.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.158","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/8903-602387cd0f3b41b8.js","2026-07-23 16:45:50"
"https://www.strique.io/images/figma/chemistry-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","11099","11099","11099","1.645","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.165","","","","","","1.1","","","","","","https://www.strique.io/images/figma/chemistry-logo.png","2026-07-23 16:45:50"
"https://www.strique.io/images/figma/cottonworld-logo.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","13889","13889","13889","2.058","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.208","","","","","","1.1","","","","","","https://www.strique.io/images/figma/cottonworld-logo.png","2026-07-23 16:45:50"
"https://www.strique.io/images/footer-iso-ring.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1400","1400","1400","0.207","","0","","","","","0.000","1","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.329","","","","","","1.1","","","","","","https://www.strique.io/images/footer-iso-ring.png","2026-07-23 16:45:50"
"https://www.strique.io/integrations","text/html; charset=utf-8","200","OK","Indexable","","Strique Integrations for Marketing Teams · Strique","50","442","Native connectors to the ad platforms, CRMs, email providers, and automation tools your team already runs on.","109","703","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Connects to what you already run on.","36","Need something we don't have yet?","33","","0","index, follow","","","https://www.strique.io/integrations","","","","","","107778","23155","23155","3.432","","135","35","3.857","68.813","Normal","1.537","1","0","","55","49","0","100.000","25","18","0","6","5","0","","","","","ba2297ac356fb1077d2ef07ef1235983","0.339","","","","","en","1.1","","","","","","https://www.strique.io/integrations","2026-07-23 16:45:50"
"https://www.strique.io/_next/static/chunks/polyfills-42372ed130431b0a.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.353","","","","","","1.1","","","","","","https://www.strique.io/_next/static/chunks/polyfills-42372ed130431b0a.js","2026-07-23 16:45:50"
"https://www.strique.io/integrations/hubspot","text/html; charset=utf-8","200","OK","Indexable","","HubSpot integration · Strique","29","255","Bi-directional CRM sync. Strique reads deal state to inform campaigns and writes contacts and activities back from agent actions.","129","818","AI marketing,agentic AI for marketing,marketing agentic AI,agentic marketing platform,autonomous marketing,paid media automation,AI agents for marketing,marketing OS,growth platform","181","Strique × HubSpot","17","What Strique can do with HubSpot","32","Put HubSpot on autopilot.","25","index, follow","","","https://www.strique.io/integrations/hubspot","","","","","","105852","22703","22703","3.365","","182","37","4.919","70.294","Fairly Easy","1.810","2","1","","1","1","0","2.040","23","14","0","8","5","0","","","","","8b0704b8a77d9696dd4ac4475e2527e4","0.212","","","","","en","1.1","","","","","","https://www.strique.io/integrations/hubspot","2026-07-23 16:45:50"
