"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.strique.io/contact?intent=sales","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/for/founders","1","Indexable","","https://www.strique.io/for/founders","","index, follow","","","","",""
"https://www.strique.io/for/cmos","1","Indexable","","https://www.strique.io/for/cmos","","index, follow","","","","",""
"https://www.strique.io/for/marketing-managers","1","Indexable","","https://www.strique.io/for/marketing-managers","","index, follow","","","","",""
"https://www.strique.io/vs/strique-vs-jasper","1","Indexable","","https://www.strique.io/vs/strique-vs-jasper","","index, follow","","","","",""
"https://www.strique.io/vs","1","Indexable","","https://www.strique.io/vs","","index, follow","","","","",""
"https://www.strique.io/vs/strique-vs-adroll","1","Indexable","","https://www.strique.io/vs/strique-vs-adroll","","index, follow","","","","",""
"https://www.strique.io/contact?intent=demo","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=product-designer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=revenue-marketer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
"https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","1","Non-Indexable","Canonicalised","https://www.strique.io/contact","","index, follow","","","","",""
