"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","Meta Keywords 2","Meta Keywords 2 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://offlimits.co.in/collections/mens-bestsellers/products/sparta-pro-blue-orange-orm-795-03","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","SPARTA PRO - BLUE/ORANGE","24","266","SPARTA PRO - BLUE/ORANGE. Elevate your look with comfortable footwear & Sportswear Clothing. Available with free shipping and easy return.","138","911","SPARTA PRO - BLUE/ORANGE,OFFLIMITS,offlimits.co.in","50","SPARTA PRO - BLUE/ORANGE, OFFLIMITS, offlimits.co.in","52","Blue/Orange Lace Up Running & Gym Shoe For Men","46","Customer Reviews","16","","0","max-image-preview:large","","","https://offlimits.co.in/products/sparta-pro-blue-orange-orm-795-03","","","","","","763063","139545","139545","20.681","","591","172","3.436","83.819","Easy","0.761","1","3","","17","2","0","6.450","132","78","0","8","7","0","","","","","a5eb16cedf1357280bd05fd903e87685","0.427","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/mens-bestsellers/products/sparta-pro-blue-orange-orm-795-03","2026-07-23 16:59:21"
"https://offlimits.co.in/collections/men-track-suits","text/html; charset=utf-8","200","OK","Indexable","","Buy Track Suit for Mens Online at Best Price","44","390","Shop the Latest Track Suit for Mens Online From OffLimits. Explore the huge collection of tracksuit for men online at affordable prices. Order Now!","147","922","Men Track Suits,OFFLIMITS,offlimits.co.in","41","Buy Track Suit for Mens Online at Best Price, OFFLIMITS, offlimits.co.in","72","Men Track Suits","15","Tracksuits for Men","18","Offlimits Tracksuits for Men: A Blend of Sporty and Casual","58","max-image-preview:large","","","https://offlimits.co.in/collections/men-track-suits","","","","","","1126740","149170","149170","22.107","","1533","515","2.977","98.684","Very Easy","1.043","1","1","","142","31","0","100.000","182","126","0","8","7","0","","","","","417390ee5da22ede6d35998ebff8ee8","0.560","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-track-suits","2026-07-23 16:59:21"
"https://offlimits.co.in/policies/terms-of-service","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","31","31","0","100.000","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://offlimits.co.in/policies/terms-of-service","2026-07-23 16:59:22"
"https://offlimits.co.in/cdn/shop/t/69/assets/lazysizes.min.js?v=69261028471810094311782293440","text/javascript","200","OK","Non-Indexable","Canonicalised","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.133","Wed, 24 Jun 2026 12:23:10 GMT","","","","","1.1","","","","","","https://offlimits.co.in/cdn/shop/t/69/assets/lazysizes.min.js?v=69261028471810094311782293440","2026-07-23 16:59:22"
"https://offlimits.co.in/collections/mens-footwear","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","31","31","0","100.000","0","0","0","0","0","0","","","","","","0.187","","https://offlimits.co.in/collections/mens-shoes","HTTP Redirect","","","1.1","","","","","","https://offlimits.co.in/collections/mens-footwear","2026-07-23 16:59:22"
"https://offlimits.co.in/collections/basketball-boots","text/html; charset=utf-8","200","OK","Indexable","","Buy Basketball Boots Online at Best Price | Off Limits","54","468","Shop Basketball Boots with superior grip, ankle support, and cushioning for maximum on-court performance. Elevate your game with Off Limits.","140","906","Men's Basketball Shoes & Boots,OFFLIMITS,offlimits.co.in","56","Buy Basketball Boots Online at Best Price | Off Limits, OFFLIMITS, offlimits.co.in","82","Men's Basketball Shoes & Boots","30","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/basketball-boots","","","","","","1953771","227989","227989","33.788","","838","498","1.683","100.000","Very Easy","0.383","1","1","","47","31","0","100.000","184","129","0","8","7","0","","","","","80721b26568c10cbcd4f62a37cf43d33","0.680","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/basketball-boots","2026-07-23 16:59:21"
"https://offlimits.co.in/collections/men-shorts","text/html; charset=utf-8","200","OK","Indexable","","Men's Sports Shorts for Running, Gym & Training in India","56","499","Discover Men's Sports Shorts crafted for workouts, running, and training. Lightweight, breathable, and built for movement. Place your order today!","146","920","Men's Sports Shorts,OFFLIMITS,offlimits.co.in","45","Men's Sports Shorts for Running, Gym & Training in India, OFFLIMITS, offlimits.co.in","84","Men's Sports Shorts","19","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-shorts","","","","","","583255","105629","105629","15.654","","144","65","2.215","80.624","Easy","0.549","1","1","","47","31","0","100.000","138","83","0","8","7","0","","","","","af2a37a3656a5a29a5f4628c78ae4c1a","0.507","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-shorts","2026-07-23 16:59:22"
"https://offlimits.co.in/collections/men-running-gym","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","31","31","0","100.000","0","0","0","0","0","0","","","","","","0.181","","https://offlimits.co.in/collections/mens-running-gym-shoes","HTTP Redirect","","","1.1","","","","","","https://offlimits.co.in/collections/men-running-gym","2026-07-23 16:59:22"
"https://offlimits.co.in/account","","0","Blocked by robots.txt","Non-Indexable","Blocked by robots.txt","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","62","31","0","100.000","0","0","0","0","0","0","","","","","","","","","","","","None","","","","","","https://offlimits.co.in/account","2026-07-23 16:59:23"
"https://offlimits.co.in/collections/men-sweatshirts","text/html; charset=utf-8","200","OK","Indexable","","Shop Stylish Men's Sweatshirts Online for Casual & Athleisure","61","545","Explore stylish men's sweatshirts designed for everyday comfort, training sessions, and casual outings throughout the year. Shop Online now!","140","894","Men's Sweatshirts,OFFLIMITS,offlimits.co.in","43","Shop Stylish Men's Sweatshirts Online for Casual & Athleisure, OFFLIMITS, offlimits.co.in","89","Men's Sweatshirts","17","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-sweatshirts","","","","","","618100","108155","108155","16.029","","190","89","2.135","96.914","Very Easy","0.558","1","1","","47","31","0","100.000","141","86","0","8","7","0","","","","","95d6a6131c6e56bb18b37bf65ca03c4f","0.408","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-sweatshirts","2026-07-23 16:59:22"
"https://offlimits.co.in/pages/store-gallery","text/html; charset=utf-8","200","OK","Indexable","","Store Gallery | Off Limits - Explore Our Spaces","47","400","Off Limits Store - Sonipat Off Limits Store - Jaggi Mall Off Limits Store - Ludhiana Off Limits Store - Guwahati Off Limits Store - Jalandhar","141","859","Store Gallery | Off Limits - Explore Our Spaces,OFFLIMITS,offlimits.co.in","73","Store Gallery | Off Limits - Explore Our Spaces, OFFLIMITS, offlimits.co.in","75","Store Gallery","13","Off Limits Store - Sonipat","26","Off Limits Store - Jaggi Mall","29","max-image-preview:large","","","https://offlimits.co.in/pages/store-gallery","","","","","","522568","97791","97791","14.493","","95","32","2.969","48.870","Hard","0.557","1","1","","41","31","0","100.000","125","76","0","8","7","0","","","","","aa3181eb3aeaf20a096e60e417a88c19","0.370","","","","","en","1.1","","","","","","https://offlimits.co.in/pages/store-gallery","2026-07-23 16:59:23"
"https://offlimits.co.in/pages/sitemap","text/html; charset=utf-8","200","OK","Indexable","","Sitemap - Online Shopping Store","31","285","Find all collections, blogs and product links here. Explore the latest running Shoes, Sandals & Sliders, Equipment, Apparel and Clothing trends.","144","890","Sitemap - Online Shopping Store,OFFLIMITS,offlimits.co.in","57","Sitemap - Online Shopping Store, OFFLIMITS, offlimits.co.in","59","Sitemap","7","Collections","11","Blogs","5","max-image-preview:large","","","https://offlimits.co.in/pages/sitemap","","","","","","659578","115048","115048","17.050","","2469","533","4.632","100.000","Very Easy","2.178","1","1","","41","31","0","100.000","547","444","0","8","7","0","","","","","ec837a70496d3916f5a7cfbfd1aa1a3b","0.692","","","","","en","1.1","","","","","","https://offlimits.co.in/pages/sitemap","2026-07-23 16:59:22"
"https://offlimits.co.in/collections/casual-shoes-men","text/html; charset=utf-8","200","OK","Indexable","","Shop Men's Casual Shoes Online – Everyday Comfort | Off Limits","62","571","Shop casual shoes for men with modern designs, superior comfort, and versatile styling. Perfect for work, travel, and everyday wear at Off Limits.","146","916","Men's Casual Shoes,OFFLIMITS,offlimits.co.in","44","Shop Men's Casual Shoes Online – Everyday Comfort | Off Limits, OFFLIMITS, offlimits.co.in","90","Men's Casual Shoes","18","Casual Shoes For Men: How OffLimits Keeps Your Moves Stylish & Easy","67","","0","max-image-preview:large","","","https://offlimits.co.in/collections/casual-shoes-men","","","","","","1843851","213665","213665","31.665","","1691","552","3.063","100.000","Very Easy","0.674","1","1","","47","31","0","100.000","195","130","0","8","7","0","","","","","55adaa00ae086e264d29621645b52c72","0.741","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/casual-shoes-men","2026-07-23 16:59:23"
"https://offlimits.co.in/collections/high-top-shoes-for-men","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's High Top Sneakers Online | Off Limits","47","426","Shop High Top Shoes for Men with superior comfort, ankle support and modern street-style designs for everyday wear. Perfect for work, travel, and everyday wear at Off Limits.","174","1110","Men's High Top Sneakers,OFFLIMITS,offlimits.co.in","49","Buy Men's High Top Sneakers Online | Off Limits, OFFLIMITS, offlimits.co.in","75","Men's High Top Sneakers","23","High-Top Shoes For Men That Keep Up With Real Life","50","","0","max-image-preview:large","","","https://offlimits.co.in/collections/high-top-shoes-for-men","","","","","","2331851","269231","269231","39.900","","1640","584","2.808","100.000","Very Easy","0.532","1","1","","47","31","0","100.000","184","129","0","8","7","0","","","","","458fe1c6678ab629c49ae17574b86a8c","1.021","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/high-top-shoes-for-men","2026-07-23 16:59:23"
"https://offlimits.co.in/cdn/shop/t/69/assets/pre_theme.min.css?v=129192094572269363051782293440","text/css","200","OK","Non-Indexable","Canonicalised","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.057","Wed, 24 Jun 2026 12:29:48 GMT","","","","","1.1","","","","","","https://offlimits.co.in/cdn/shop/t/69/assets/pre_theme.min.css?v=129192094572269363051782293440","2026-07-23 16:59:25"
"https://offlimits.co.in/collections/new-arrivals-2026/products/splash-mode-for-her-white-ocw-926-02","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","SPLASH MODE FOR HER - WHITE","27","294","SPLASH MODE FOR HER - WHITE. Elevate your look with comfortable footwear & Sportswear Clothing. Free shipping and easy return.","126","843","SPLASH MODE FOR HER - WHITE,OFFLIMITS,offlimits.co.in","53","SPLASH MODE FOR HER - WHITE, OFFLIMITS, offlimits.co.in","55","White Lace-Up Sneakers For Women","32","Customer Reviews","16","","0","max-image-preview:large","","","https://offlimits.co.in/products/splash-mode-for-her-white-ocw-926-02","","","","","","754871","138059","138059","20.460","","586","163","3.595","88.269","Easy","0.744","1","3","","17","2","0","6.450","132","78","0","8","7","0","","","","","7c4bbc7c3cb908b70d647d6f2fef3c3","0.471","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/new-arrivals-2026/products/splash-mode-for-her-white-ocw-926-02","2026-07-23 16:59:24"
"https://offlimits.co.in/collections/women-clothing","text/html; charset=utf-8","200","OK","Indexable","","Buy Women's Athleisure Apperal & Sportswear Online | Off Limits","63","572","Shop Women's Athleisure Apperal, T-Shirts, Tights, Sweatshirts and Casual Clothing designed for comfort, movement and style. Shop our latest collection at Off Limits.","166","1056","Women's Athleisure & Clothing,OFFLIMITS,offlimits.co.in","55","Buy Women's Athleisure Apperal & Sportswear Online | Off Limits, OFFLIMITS, offlimits.co.in","91","Women's Athleisure & Clothing","29","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-clothing","","","","","","1755786","199767","199767","29.605","","818","433","1.889","100.000","Very Easy","0.399","1","1","","47","31","0","100.000","184","129","0","8","7","0","","","","","78d880eb1f1ae7ae6dcffcdaf7bbd2f3","0.813","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-clothing","2026-07-23 16:59:24"
"https://offlimits.co.in/pages/privacy-policy","text/html; charset=utf-8","200","OK","Indexable","","Privacy Policy for Our Valuable Customers","41","373","Every customer is valuable to us and for each valued customer, we have a privacy policy. Explore the privacy policy regarding our valuable customers.","149","943","Privacy Policy for Our Valuable Customers,OFFLIMITS,offlimits.co.in","67","Privacy Policy for Our Valuable Customers, OFFLIMITS, offlimits.co.in","69","Privacy Policy","14","","0","","0","max-image-preview:large","","","https://offlimits.co.in/pages/privacy-policy","","","","","","539271","104143","104143","15.434","","2798","366","7.645","62.621","Normal","3.579","1","1","","41","31","0","100.000","125","76","0","8","7","0","","","","","e6299835bf51e369bb47e781b4eb8a9","0.363","","","","","en","1.1","","","","","","https://offlimits.co.in/pages/privacy-policy","2026-07-23 16:59:25"
"https://offlimits.co.in/collections/women","text/html; charset=utf-8","200","OK","Indexable","","Shop Women's Shoes, Sneakers & Activewear Online | Off Limits","61","566","Discover Women's Sports Shoes, Sneakers and Athleisure Collections crafted for fitness, comfort and everyday fashion. Shop now at Off Limits!","141","908","Women's Shoes, Sneakers & Athleisure,OFFLIMITS,offlimits.co.in","62","Shop Women's Shoes, Sneakers & Activewear Online | Off Limits, OFFLIMITS, offlimits.co.in","89","Women's Shoes, Sneakers & Athleisure","36","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women","https://offlimits.co.in/collections/women?page=2","","","","","3750535","378466","378466","56.089","","872","443","1.968","100.000","Very Easy","0.196","1","1","","78","31","0","100.000","184","129","0","8","7","0","","","","","65d334117ce973b7de30fa1935a89e81","1.167","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women","2026-07-23 16:59:23"
"https://offlimits.co.in/collections/men-running-shoes","text/html; charset=utf-8","200","OK","Indexable","","Buy Men's Running Shoes Online Lightweight & Durable | Off Limits","65","590","Browse men's running shoes built for speed, comfort and endurance. Ideal for daily runs, training and active lifestyles. Shop now at Off Limits.","144","893","Men's Running Shoes,OFFLIMITS,offlimits.co.in","45","Buy Men's Running Shoes Online Lightweight & Durable | Off Limits, OFFLIMITS, offlimits.co.in","93","Men's Running Shoes","19","Running Shoes for Men: Step Up Your Game with Offlimits","55","","0","max-image-preview:large","","","https://offlimits.co.in/collections/men-running-shoes","","","","","","3697027","395158","395158","58.562","","1753","585","2.997","97.283","Very Easy","0.353","1","1","","49","31","0","100.000","190","131","0","8","7","0","","","","","b76346d75a82a1374c2278976efc7a8f","1.198","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/men-running-shoes","2026-07-23 16:59:24"
"https://offlimits.co.in/collections/new-arrivals-2026/products/coast-big-tall-off-white-yellow-purple-ocm-878-02","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","COAST (BIG & TALL) - OFF WHITE/YELLOW/PURPLE","44","462","COAST (BIG & TALL) - OFF WHITE/YELLOW/PURPLE. Elevate your look with comfortable footwear & Sportswear Clothing. Available with free shipping and easy return.","158","1053","COAST (BIG & TALL) - OFF WHITE/YELLOW/PURPLE,OFFLIMITS,offlimits.co.in","70","COAST (BIG & TALL) - OFF WHITE/YELLOW/PURPLE, OFFLIMITS, offlimits.co.in","72","Off white/Yellow/Purple Sandals & Sliders For Men","49","Customer Reviews","16","","0","max-image-preview:large","","","https://offlimits.co.in/products/coast-big-tall-off-white-yellow-purple-ocm-878-02","","","","","","779614","138678","138678","20.552","","764","189","4.042","75.721","Fairly Easy","0.916","1","3","","17","2","0","6.450","132","78","0","8","7","0","","","","","f9d55157a96a9cf922709dc0d335fc09","0.573","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/new-arrivals-2026/products/coast-big-tall-off-white-yellow-purple-ocm-878-02","2026-07-23 16:59:25"
"https://offlimits.co.in/collections/women-bestsellers","text/html; charset=utf-8","200","OK","Indexable","","Shop Best Selling Women's Shoes & Athleisure | Off Limits","57","514","Explore Bestselling Women's Shoes, Sneakers and Athleisure, loved for comfort, performance and everyday style. Shop the latest collection at Off Limits!","152","966","Best Selling Women's Shoes & Athleisure,OFFLIMITS,offlimits.co.in","65","Shop Best Selling Women's Shoes & Athleisure | Off Limits, OFFLIMITS, offlimits.co.in","85","Best Selling Women's Shoes & Athleisure","39","","0","","0","max-image-preview:large","","","https://offlimits.co.in/collections/women-bestsellers","","","","","","618487","109786","109786","16.270","","187","81","2.309","91.843","Very Easy","0.554","1","1","","47","31","0","100.000","140","85","0","8","7","0","","","","","c6d0850fbf57cf85cf336c1bb389da2b","0.473","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/women-bestsellers","2026-07-23 16:59:26"
"https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-black-silver-ocm-915-08","text/html; charset=utf-8","200","OK","Non-Indexable","Canonicalised","ROGER SELECT - BLACK/SILVER","27","286","ROGER SELECT - BLACK/SILVER. Elevate your look with comfortable footwear & Sportswear Clothing. Free shipping and easy return.","126","838","ROGER SELECT - BLACK/SILVER,OFFLIMITS,offlimits.co.in","53","ROGER SELECT - BLACK/SILVER, OFFLIMITS, offlimits.co.in","55","Black/Silver Lace-Up Casual Shoes For Men","41","Customer Reviews","16","","0","max-image-preview:large","","","https://offlimits.co.in/products/roger-select-black-silver-ocm-915-08","","","","","","791459","146520","146520","21.714","","594","174","3.414","82.737","Easy","0.751","1","3","","17","2","0","6.450","132","78","0","8","7","0","","","","","2d34c8cdce40dae8851bd21f7c476f7e","0.460","","","","","en","1.1","","","","","","https://offlimits.co.in/collections/new-arrivals-2026/products/roger-select-black-silver-ocm-915-08","2026-07-23 16:59:26"
